LUGAR;HORA;FECHA;Alcatraz_adulto
BIMEP BAJO E;16:15-16:45;10/09/2019;
BIMEP ALTO W;16:15-16:45;10/09/2019;
BIMEP ALTO E;16:15-16:45;10/09/2019;
POSBIMEP W;16:15-16:45;10/09/2019;
POSBIMEP A;16:15-16:45;10/09/2019;
POSBIMEP E;16:15-16:45;10/09/2019;
PREBIMEP W;16:45-17:15;10/09/2019;
PREBIMEP A;16:45-17:15;10/09/2019;
PREBIMEP E;16:45-17:15;10/09/2019;
BIMEP BAJO W;16:45-17:15;10/09/2019;6
BIMEP BAJO A;16:45-17:15;10/09/2019;
BIMEP BAJO E;16:45-17:15;10/09/2019;
BIMEP ALTO W;16:45-17:15;10/09/2019;
BIMEP ALTO E;16:45-17:15;10/09/2019;
POSBIMEP W;16:45-17:15;10/09/2019;1
POSBIMEP A;16:45-17:15;10/09/2019;
POSBIMEP E;16:45-17:15;10/09/2019;
PREBIMEP W;17:15-17:45;10/09/2019;6
PREBIMEP A;17:15-17:45;10/09/2019;
PREBIMEP E;17:15-17:45;10/09/2019;
BIMEP BAJO W;17:15-17:45;10/09/2019;4
BIMEP BAJO A;17:15-17:45;10/09/2019;
BIMEP BAJO E;17:15-17:45;10/09/2019;
BIMEP ALTO W;17:15-17:45;10/09/2019;
BIMEP ALTO E;17:15-17:45;10/09/2019;
POSBIMEP W;17:15-17:45;10/09/2019;
POSBIMEP A;17:15-17:45;10/09/2019;
POSBIMEP E;17:15-17:45;10/09/2019;
PREBIMEP W;17:45-18:15;10/09/2019;
PREBIMEP A;17:45-18:15;10/09/2019;
PREBIMEP E;17:45-18:15;10/09/2019;
BIMEP BAJO W;17:45-18:15;10/09/2019;5
BIMEP BAJO A;17:45-18:15;10/09/2019;
BIMEP BAJO E;17:45-18:15;10/09/2019;
BIMEP ALTO W;17:45-18:15;10/09/2019;
BIMEP ALTO E;17:45-18:15;10/09/2019;
POSBIMEP W;17:45-18:15;10/09/2019;
POSBIMEP A;17:45-18:15;10/09/2019;
POSBIMEP E;17:45-18:15;10/09/2019;
PREBIMEP W;18:15-18:45;10/09/2019;
PREBIMEP A;18:15-18:45;10/09/2019;
PREBIMEP E;18:15-18:45;10/09/2019;
BIMEP BAJO W;18:15-18:45;10/09/2019;5
BIMEP BAJO A;18:15-18:45;10/09/2019;
BIMEP BAJO E;18:15-18:45;10/09/2019;
BIMEP ALTO W;18:15-18:45;10/09/2019;
BIMEP ALTO E;18:15-18:45;10/09/2019;
POSBIMEP W;18:15-18:45;10/09/2019;
POSBIMEP A;18:15-18:45;10/09/2019;
POSBIMEP E;18:15-18:45;10/09/2019;
PREBIMEP W;9:00-9:30;25/10/2019;
PREBIMEP A;9:00-9:30;25/10/2019;
PREBIMEP E;9:00-9:30;25/10/2019;
BIMEP BAJO W;9:00-9:30;25/10/2019;49
BIMEP BAJO A;9:00-9:30;25/10/2019;
BIMEP BAJO E;9:00-9:30;25/10/2019;
BIMEP ALTO W;9:00-9:30;25/10/2019;
BIMEP ALTO E;9:00-9:30;25/10/2019;
POSBIMEP W;9:00-9:30;25/10/2019;220
POSBIMEP A;9:00-9:30;25/10/2019;
POSBIMEP E;9:00-9:30;25/10/2019;
PREBIMEP W;9:30-10:00;25/10/2019;1
PREBIMEP A;9:30-10:00;25/10/2019;
PREBIMEP E;9:30-10:00;25/10/2019;
BIMEP BAJO W;9:30-10:00;25/10/2019;36
BIMEP BAJO A;9:30-10:00;25/10/2019;
BIMEP BAJO E;9:30-10:00;25/10/2019;
BIMEP ALTO W;9:30-10:00;25/10/2019;
BIMEP ALTO E;9:30-10:00;25/10/2019;
POSBIMEP W;9:30-10:00;25/10/2019;168
POSBIMEP A;9:30-10:00;25/10/2019;
POSBIMEP E;9:30-10:00;25/10/2019;
PREBIMEP W;10:00-10:30;25/10/2019;
PREBIMEP A;10:00-10:30;25/10/2019;
PREBIMEP E;10:00-10:30;25/10/2019;
BIMEP BAJO W;10:00-10:30;25/10/2019;2
BIMEP BAJO A;10:00-10:30;25/10/2019;
BIMEP BAJO E;10:00-10:30;25/10/2019;
BIMEP ALTO W;10:00-10:30;25/10/2019;
BIMEP ALTO E;10:00-10:30;25/10/2019;
POSBIMEP W;10:00-10:30;25/10/2019;35
POSBIMEP A;10:00-10:30;25/10/2019;
POSBIMEP E;10:00-10:30;25/10/2019;
PREBIMEP W;10:30-11:00;25/10/2019;
PREBIMEP A;10:30-11:00;25/10/2019;
PREBIMEP E;10:30-11:00;25/10/2019;
BIMEP BAJO W;10:30-11:00;25/10/2019;7
BIMEP BAJO A;10:30-11:00;25/10/2019;
BIMEP BAJO E;10:30-11:00;25/10/2019;
BIMEP ALTO W;10:30-11:00;25/10/2019;
BIMEP ALTO E;10:30-11:00;25/10/2019;
POSBIMEP W;10:30-11:00;25/10/2019;2
POSBIMEP A;10:30-11:00;25/10/2019;200
POSBIMEP E;10:30-11:00;25/10/2019;1
PREBIMEP W;11:00-11:30;25/10/2019;
PREBIMEP A;11:00-11:30;25/10/2019;
PREBIMEP E;11:00-11:30;25/10/2019;
BIMEP BAJO W;11:00-11:30;25/10/2019;30
BIMEP BAJO A;11:00-11:30;25/10/2019;
BIMEP BAJO E;11:00-11:30;25/10/2019;
BIMEP ALTO W;11:00-11:30;25/10/2019;1
BIMEP ALTO E;11:00-11:30;25/10/2019;
POSBIMEP W;11:00-11:30;25/10/2019;46
POSBIMEP A;11:00-11:30;25/10/2019;
POSBIMEP E;11:00-11:30;25/10/2019;
PREBIMEP W;11:30-12:00;25/10/2019;
PREBIMEP A;11:30-12:00;25/10/2019;
PREBIMEP E;11:30-12:00;25/10/2019;
BIMEP BAJO W;11:30-12:00;25/10/2019;10
BIMEP BAJO A;11:30-12:00;25/10/2019;
BIMEP BAJO E;11:30-12:00;25/10/2019;
BIMEP ALTO W;11:30-12:00;25/10/2019;
BIMEP ALTO E;11:30-12:00;25/10/2019;
POSBIMEP W;11:30-12:00;25/10/2019;43
POSBIMEP A;11:30-12:00;25/10/2019;
POSBIMEP E;11:30-12:00;25/10/2019;
PREBIMEP W;14:45-15:15;25/10/2019;
PREBIMEP A;14:45-15:15;25/10/2019;
PREBIMEP E;14:45-15:15;25/10/2019;
BIMEP BAJO W;14:45-15:15;25/10/2019;8
BIMEP BAJO A;14:45-15:15;25/10/2019;
BIMEP BAJO E;14:45-15:15;25/10/2019;
BIMEP ALTO W;14:45-15:15;25/10/2019;2
BIMEP ALTO E;14:45-15:15;25/10/2019;
POSBIMEP W;14:45-15:15;25/10/2019;22
POSBIMEP A;14:45-15:15;25/10/2019;
POSBIMEP E;14:45-15:15;25/10/2019;
PREBIMEP W;15:15-15:45;25/10/2019;
PREBIMEP A;15:15-15:45;25/10/2019;
PREBIMEP E;15:15-15:45;25/10/2019;
BIMEP BAJO W;15:15-15:45;25/10/2019;
BIMEP BAJO A;15:15-15:45;25/10/2019;
BIMEP BAJO E;15:15-15:45;25/10/2019;
BIMEP ALTO W;15:15-15:45;25/10/2019;
BIMEP ALTO E;15:15-15:45;25/10/2019;
POSBIMEP W;15:15-15:45;25/10/2019;5
POSBIMEP A;15:15-15:45;25/10/2019;
POSBIMEP E;15:15-15:45;25/10/2019;
PREBIMEP W;15:45-16:15;25/10/2019;1
PREBIMEP A;15:45-16:15;25/10/2019;
PREBIMEP E;15:45-16:15;25/10/2019;
BIMEP BAJO W;15:45-16:15;25/10/2019;2
BIMEP BAJO A;15:45-16:15;25/10/2019;
BIMEP BAJO E;15:45-16:15;25/10/2019;
BIMEP ALTO W;15:45-16:15;25/10/2019;
BIMEP ALTO E;15:45-16:15;25/10/2019;
POSBIMEP W;15:45-16:15;25/10/2019;
POSBIMEP A;15:45-16:15;25/10/2019;
POSBIMEP E;15:45-16:15;25/10/2019;
PREBIMEP W;16:15-16:45;25/10/2019;3
PREBIMEP A;16:15-16:45;25/10/2019;
PREBIMEP E;16:15-16:45;25/10/2019;
BIMEP BAJO W;16:15-16:45;25/10/2019;5
BIMEP BAJO A;16:15-16:45;25/10/2019;
BIMEP BAJO E;16:15-16:45;25/10/2019;
BIMEP ALTO W;16:15-16:45;25/10/2019;2
BIMEP ALTO E;16:15-16:45;25/10/2019;
POSBIMEP W;16:15-16:45;25/10/2019;2
POSBIMEP A;16:15-16:45;25/10/2019;
POSBIMEP E;16:15-16:45;25/10/2019;
PREBIMEP W;16:45-17:15;25/10/2019;
PREBIMEP A;16:45-17:15;25/10/2019;
PREBIMEP E;16:45-17:15;25/10/2019;
BIMEP BAJO W;16:45-17:15;25/10/2019;
BIMEP BAJO A;16:45-17:15;25/10/2019;
BIMEP BAJO E;16:45-17:15;25/10/2019;
BIMEP ALTO W;16:45-17:15;25/10/2019;
BIMEP ALTO E;16:45-17:15;25/10/2019;
POSBIMEP W;16:45-17:15;25/10/2019;
POSBIMEP A;16:45-17:15;25/10/2019;100
POSBIMEP E;16:45-17:15;25/10/2019;
PREBIMEP W;17:15-17:45;25/10/2019;
PREBIMEP A;17:15-17:45;25/10/2019;
PREBIMEP E;17:15-17:45;25/10/2019;
BIMEP BAJO W;17:15-17:45;25/10/2019;1
BIMEP BAJO A;17:15-17:45;25/10/2019;
BIMEP BAJO E;17:15-17:45;25/10/2019;
BIMEP ALTO W;17:15-17:45;25/10/2019;8
BIMEP ALTO E;17:15-17:45;25/10/2019;
POSBIMEP W;17:15-17:45;25/10/2019;5
POSBIMEP A;17:15-17:45;25/10/2019;100
POSBIMEP E;17:15-17:45;25/10/2019;
PREBIMEP W;9:15-9:45;11/11/2019;3
PREBIMEP A;9:15-9:45;11/11/2019;
PREBIMEP E;9:15-9:45;11/11/2019;
BIMEP BAJO W;9:15-9:45;11/11/2019;3
BIMEP BAJO A;9:15-9:45;11/11/2019;
BIMEP BAJO E;9:15-9:45;11/11/2019;
BIMEP ALTO W;9:15-9:45;11/11/2019;
BIMEP ALTO E;9:15-9:45;11/11/2019;
POSBIMEP W;9:15-9:45;11/11/2019;
POSBIMEP A;9:15-9:45;11/11/2019;
POSBIMEP E;9:15-9:45;11/11/2019;
PREBIMEP W;9:45-10:15;11/11/2019;4
PREBIMEP A;9:45-10:15;11/11/2019;
PREBIMEP E;9:45-10:15;11/11/2019;
BIMEP BAJO W;9:45-10:15;11/11/2019;
BIMEP BAJO A;9:45-10:15;11/11/2019;
BIMEP BAJO E;9:45-10:15;11/11/2019;
BIMEP ALTO W;9:45-10:15;11/11/2019;
BIMEP ALTO E;9:45-10:15;11/11/2019;
POSBIMEP W;9:45-10:15;11/11/2019;
POSBIMEP A;9:45-10:15;11/11/2019;
POSBIMEP E;9:45-10:15;11/11/2019;
PREBIMEP W;10:15-10:45;11/11/2019;1
PREBIMEP A;10:15-10:45;11/11/2019;
PREBIMEP E;10:15-10:45;11/11/2019;
BIMEP BAJO W;10:15-10:45;11/11/2019;
BIMEP BAJO A;10:15-10:45;11/11/2019;
BIMEP BAJO E;10:15-10:45;11/11/2019;
BIMEP ALTO W;10:15-10:45;11/11/2019;
BIMEP ALTO E;10:15-10:45;11/11/2019;
POSBIMEP W;10:15-10:45;11/11/2019;
POSBIMEP A;10:15-10:45;11/11/2019;
POSBIMEP E;10:15-10:45;11/11/2019;
PREBIMEP W;10:45-11:15;11/11/2019;
PREBIMEP A;10:45-11:15;11/11/2019;
PREBIMEP E;10:45-11:15;11/11/2019;
BIMEP BAJO W;10:45-11:15;11/11/2019;
BIMEP BAJO A;10:45-11:15;11/11/2019;
BIMEP BAJO E;10:45-11:15;11/11/2019;
BIMEP ALTO W;10:45-11:15;11/11/2019;
BIMEP ALTO E;10:45-11:15;11/11/2019;
POSBIMEP W;10:45-11:15;11/11/2019;
POSBIMEP A;10:45-11:15;11/11/2019;
POSBIMEP E;10:45-11:15;11/11/2019;
PREBIMEP W;11:15-11:45;11/11/2019;1
PREBIMEP A;11:15-11:45;11/11/2019;
PREBIMEP E;11:15-11:45;11/11/2019;
BIMEP BAJO W;11:15-11:45;11/11/2019;
BIMEP BAJO A;11:15-11:45;11/11/2019;
BIMEP BAJO E;11:15-11:45;11/11/2019;
BIMEP ALTO W;11:15-11:45;11/11/2019;
BIMEP ALTO E;11:15-11:45;11/11/2019;
POSBIMEP W;11:15-11:45;11/11/2019;
POSBIMEP A;11:15-11:45;11/11/2019;
POSBIMEP E;11:15-11:45;11/11/2019;
PREBIMEP W;11:45-12:15;11/11/2019;1
PREBIMEP A;11:45-12:15;11/11/2019;
PREBIMEP E;11:45-12:15;11/11/2019;
BIMEP BAJO W;11:45-12:15;11/11/2019;
BIMEP BAJO A;11:45-12:15;11/11/2019;
BIMEP BAJO E;11:45-12:15;11/11/2019;
BIMEP ALTO W;11:45-12:15;11/11/2019;
BIMEP ALTO E;11:45-12:15;11/11/2019;
POSBIMEP W;11:45-12:15;11/11/2019;
POSBIMEP A;11:45-12:15;11/11/2019;
POSBIMEP E;11:45-12:15;11/11/2019;
PREBIMEP W;14:45-15:15;11/11/2019;19
PREBIMEP A;14:45-15:15;11/11/2019;
PREBIMEP E;14:45-15:15;11/11/2019;
BIMEP BAJO W;14:45-15:15;11/11/2019;60
BIMEP BAJO A;14:45-15:15;11/11/2019;
BIMEP BAJO E;14:45-15:15;11/11/2019;
BIMEP ALTO W;14:45-15:15;11/11/2019;
BIMEP ALTO E;14:45-15:15;11/11/2019;
POSBIMEP W;14:45-15:15;11/11/2019;
POSBIMEP A;14:45-15:15;11/11/2019;
POSBIMEP E;14:45-15:15;11/11/2019;
PREBIMEP W;15:15-15:45;11/11/2019;22
PREBIMEP A;15:15-15:45;11/11/2019;
PREBIMEP E;15:15-15:45;11/11/2019;
BIMEP BAJO W;15:15-15:45;11/11/2019;65
BIMEP BAJO A;15:15-15:45;11/11/2019;
BIMEP BAJO E;15:15-15:45;11/11/2019;
BIMEP ALTO W;15:15-15:45;11/11/2019;
BIMEP ALTO E;15:15-15:45;11/11/2019;
POSBIMEP W;15:15-15:45;11/11/2019;
POSBIMEP A;15:15-15:45;11/11/2019;
POSBIMEP E;15:15-15:45;11/11/2019;
PREBIMEP W;15:45-16:15;11/11/2019;6
PREBIMEP A;15:45-16:15;11/11/2019;
PREBIMEP E;15:45-16:15;11/11/2019;
BIMEP BAJO W;15:45-16:15;11/11/2019;89
BIMEP BAJO A;15:45-16:15;11/11/2019;
BIMEP BAJO E;15:45-16:15;11/11/2019;
BIMEP ALTO W;15:45-16:15;11/11/2019;
BIMEP ALTO E;15:45-16:15;11/11/2019;
POSBIMEP W;15:45-16:15;11/11/2019;
POSBIMEP A;15:45-16:15;11/11/2019;
POSBIMEP E;15:45-16:15;11/11/2019;
PREBIMEP W;16:15-16:45;11/11/2019;4
PREBIMEP A;16:15-16:45;11/11/2019;
PREBIMEP E;16:15-16:45;11/11/2019;
BIMEP BAJO W;16:15-16:45;11/11/2019;95
BIMEP BAJO A;16:15-16:45;11/11/2019;
BIMEP BAJO E;16:15-16:45;11/11/2019;
BIMEP ALTO W;16:15-16:45;11/11/2019;
BIMEP ALTO E;16:15-16:45;11/11/2019;
POSBIMEP W;16:15-16:45;11/11/2019;14
POSBIMEP A;16:15-16:45;11/11/2019;
POSBIMEP E;16:15-16:45;11/11/2019;
PREBIMEP W;9:30-10:00;28/11/2019;
PREBIMEP A;9:30-10:00;28/11/2019;
PREBIMEP E;9:30-10:00;28/11/2019;
BIMEP BAJO W;9:30-10:00;28/11/2019;46
BIMEP BAJO A;9:30-10:00;28/11/2019;
BIMEP BAJO E;9:30-10:00;28/11/2019;1
BIMEP ALTO W;9:30-10:00;28/11/2019;
BIMEP ALTO E;9:30-10:00;28/11/2019;
POSBIMEP W;9:30-10:00;28/11/2019;
POSBIMEP A;9:30-10:00;28/11/2019;
POSBIMEP E;9:30-10:00;28/11/2019;
PREBIMEP W;10:00-10:30;28/11/2019;2
PREBIMEP A;10:00-10:30;28/11/2019;
PREBIMEP E;10:00-10:30;28/11/2019;
BIMEP BAJO W;10:00-10:30;28/11/2019;48
BIMEP BAJO A;10:00-10:30;28/11/2019;
BIMEP BAJO E;10:00-10:30;28/11/2019;1
BIMEP ALTO W;10:00-10:30;28/11/2019;
BIMEP ALTO E;10:00-10:30;28/11/2019;
POSBIMEP W;10:00-10:30;28/11/2019;
POSBIMEP A;10:00-10:30;28/11/2019;
POSBIMEP E;10:00-10:30;28/11/2019;
PREBIMEP W;10:30-11:00;28/11/2019;1
PREBIMEP A;10:30-11:00;28/11/2019;
PREBIMEP E;10:30-11:00;28/11/2019;
BIMEP BAJO W;10:30-11:00;28/11/2019;23
BIMEP BAJO A;10:30-11:00;28/11/2019;
BIMEP BAJO E;10:30-11:00;28/11/2019;2
BIMEP ALTO W;10:30-11:00;28/11/2019;
BIMEP ALTO E;10:30-11:00;28/11/2019;
POSBIMEP W;10:30-11:00;28/11/2019;5
POSBIMEP A;10:30-11:00;28/11/2019;
POSBIMEP E;10:30-11:00;28/11/2019;
PREBIMEP W;11:00-11:30;28/11/2019;
PREBIMEP A;11:00-11:30;28/11/2019;
PREBIMEP E;11:00-11:30;28/11/2019;
BIMEP BAJO W;11:00-11:30;28/11/2019;14
BIMEP BAJO A;11:00-11:30;28/11/2019;
BIMEP BAJO E;11:00-11:30;28/11/2019;
BIMEP ALTO W;11:00-11:30;28/11/2019;
BIMEP ALTO E;11:00-11:30;28/11/2019;
POSBIMEP W;11:00-11:30;28/11/2019;
POSBIMEP A;11:00-11:30;28/11/2019;
POSBIMEP E;11:00-11:30;28/11/2019;
PREBIMEP W;11:30-12:00;28/11/2019;
PREBIMEP A;11:30-12:00;28/11/2019;
PREBIMEP E;11:30-12:00;28/11/2019;
BIMEP BAJO W;11:30-12:00;28/11/2019;57
BIMEP BAJO A;11:30-12:00;28/11/2019;
BIMEP BAJO E;11:30-12:00;28/11/2019;
BIMEP ALTO W;11:30-12:00;28/11/2019;
BIMEP ALTO E;11:30-12:00;28/11/2019;
POSBIMEP W;11:30-12:00;28/11/2019;2
POSBIMEP A;11:30-12:00;28/11/2019;
POSBIMEP E;11:30-12:00;28/11/2019;
PREBIMEP W;12:00-12:30;28/11/2019;1
PREBIMEP A;12:00-12:30;28/11/2019;
PREBIMEP E;12:00-12:30;28/11/2019;
BIMEP BAJO W;12:00-12:30;28/11/2019;40
BIMEP BAJO A;12:00-12:30;28/11/2019;
BIMEP BAJO E;12:00-12:30;28/11/2019;
BIMEP ALTO W;12:00-12:30;28/11/2019;
BIMEP ALTO E;12:00-12:30;28/11/2019;
POSBIMEP W;12:00-12:30;28/11/2019;
POSBIMEP A;12:00-12:30;28/11/2019;
POSBIMEP E;12:00-12:30;28/11/2019;
PREBIMEP W;14:30-15:00;28/11/2019;2
PREBIMEP A;14:30-15:00;28/11/2019;
PREBIMEP E;14:30-15:00;28/11/2019;
BIMEP BAJO W;14:30-15:00;28/11/2019;24
BIMEP BAJO A;14:30-15:00;28/11/2019;
BIMEP BAJO E;14:30-15:00;28/11/2019;
BIMEP ALTO W;14:30-15:00;28/11/2019;
BIMEP ALTO E;14:30-15:00;28/11/2019;
POSBIMEP W;14:30-15:00;28/11/2019;7
POSBIMEP A;14:30-15:00;28/11/2019;
POSBIMEP E;14:30-15:00;28/11/2019;
PREBIMEP W;15:00-15:30;28/11/2019;2
PREBIMEP A;15:00-15:30;28/11/2019;
PREBIMEP E;15:00-15:30;28/11/2019;
BIMEP BAJO W;15:00-15:30;28/11/2019;90
BIMEP BAJO A;15:00-15:30;28/11/2019;
BIMEP BAJO E;15:00-15:30;28/11/2019;
BIMEP ALTO W;15:00-15:30;28/11/2019;5
BIMEP ALTO E;15:00-15:30;28/11/2019;
POSBIMEP W;15:00-15:30;28/11/2019;8
POSBIMEP A;15:00-15:30;28/11/2019;
POSBIMEP E;15:00-15:30;28/11/2019;
PREBIMEP W;15:30-16:00;28/11/2019;
PREBIMEP A;15:30-16:00;28/11/2019;
PREBIMEP E;15:30-16:00;28/11/2019;
BIMEP BAJO W;15:30-16:00;28/11/2019;85
BIMEP BAJO A;15:30-16:00;28/11/2019;
BIMEP BAJO E;15:30-16:00;28/11/2019;
BIMEP ALTO W;15:30-16:00;28/11/2019;5
BIMEP ALTO E;15:30-16:00;28/11/2019;
POSBIMEP W;15:30-16:00;28/11/2019;1
POSBIMEP A;15:30-16:00;28/11/2019;
POSBIMEP E;15:30-16:00;28/11/2019;
PREBIMEP W;16:00-16:30;28/11/2019;2
PREBIMEP A;16:00-16:30;28/11/2019;
PREBIMEP E;16:00-16:30;28/11/2019;
BIMEP BAJO W;16:00-16:30;28/11/2019;21
BIMEP BAJO A;16:00-16:30;28/11/2019;
BIMEP BAJO E;16:00-16:30;28/11/2019;
BIMEP ALTO W;16:00-16:30;28/11/2019;
BIMEP ALTO E;16:00-16:30;28/11/2019;
POSBIMEP W;16:00-16:30;28/11/2019;
POSBIMEP A;16:00-16:30;28/11/2019;
POSBIMEP E;16:00-16:30;28/11/2019;
PREBIMEP W;16:30-17:00;28/11/2019;1
PREBIMEP A;16:30-17:00;28/11/2019;
PREBIMEP E;16:30-17:00;28/11/2019;
BIMEP BAJO W;16:30-17:00;28/11/2019;2
BIMEP BAJO A;16:30-17:00;28/11/2019;
BIMEP BAJO E;16:30-17:00;28/11/2019;
BIMEP ALTO W;16:30-17:00;28/11/2019;
BIMEP ALTO E;16:30-17:00;28/11/2019;
POSBIMEP W;16:30-17:00;28/11/2019;
POSBIMEP A;16:30-17:00;28/11/2019;
POSBIMEP E;16:30-17:00;28/11/2019;
PREBIMEP W;9:15-9:45;13/12/2019;1
PREBIMEP A;9:15-9:45;13/12/2019;
PREBIMEP E;9:15-9:45;13/12/2019;1
BIMEP BAJO W;9:15-9:45;13/12/2019;67
BIMEP BAJO A;9:15-9:45;13/12/2019;
BIMEP BAJO E;9:15-9:45;13/12/2019;
BIMEP ALTO W;9:15-9:45;13/12/2019;
BIMEP ALTO E;9:15-9:45;13/12/2019;
POSBIMEP W;9:15-9:45;13/12/2019;
POSBIMEP A;9:15-9:45;13/12/2019;
POSBIMEP E;9:15-9:45;13/12/2019;
PREBIMEP W;9:45-10:15;13/12/2019;1
PREBIMEP A;9:45-10:15;13/12/2019;
PREBIMEP E;9:45-10:15;13/12/2019;
BIMEP BAJO W;9:45-10:15;13/12/2019;55
BIMEP BAJO A;9:45-10:15;13/12/2019;
BIMEP BAJO E;9:45-10:15;13/12/2019;
BIMEP ALTO W;9:45-10:15;13/12/2019;
BIMEP ALTO E;9:45-10:15;13/12/2019;
POSBIMEP W;9:45-10:15;13/12/2019;
POSBIMEP A;9:45-10:15;13/12/2019;
POSBIMEP E;9:45-10:15;13/12/2019;
PREBIMEP W;10:15-10:45;13/12/2019;2
PREBIMEP A;10:15-10:45;13/12/2019;
PREBIMEP E;10:15-10:45;13/12/2019;
BIMEP BAJO W;10:15-10:45;13/12/2019;65
BIMEP BAJO A;10:15-10:45;13/12/2019;
BIMEP BAJO E;10:15-10:45;13/12/2019;
BIMEP ALTO W;10:15-10:45;13/12/2019;
BIMEP ALTO E;10:15-10:45;13/12/2019;
POSBIMEP W;10:15-10:45;13/12/2019;
POSBIMEP A;10:15-10:45;13/12/2019;
POSBIMEP E;10:15-10:45;13/12/2019;
PREBIMEP W;10:45-11:15;13/12/2019;13
PREBIMEP A;10:45-11:15;13/12/2019;
PREBIMEP E;10:45-11:15;13/12/2019;
BIMEP BAJO W;10:45-11:15;13/12/2019;66
BIMEP BAJO A;10:45-11:15;13/12/2019;
BIMEP BAJO E;10:45-11:15;13/12/2019;
BIMEP ALTO W;10:45-11:15;13/12/2019;
BIMEP ALTO E;10:45-11:15;13/12/2019;
POSBIMEP W;10:45-11:15;13/12/2019;
POSBIMEP A;10:45-11:15;13/12/2019;
POSBIMEP E;10:45-11:15;13/12/2019;
PREBIMEP W;11:45-11:45;13/12/2019;6
PREBIMEP A;11:45-11:45;13/12/2019;
PREBIMEP E;11:45-11:45;13/12/2019;
BIMEP BAJO W;11:45-11:45;13/12/2019;39
BIMEP BAJO A;11:45-11:45;13/12/2019;
BIMEP BAJO E;11:45-11:45;13/12/2019;
BIMEP ALTO W;11:45-11:45;13/12/2019;
BIMEP ALTO E;11:45-11:45;13/12/2019;
POSBIMEP W;11:45-11:45;13/12/2019;
POSBIMEP A;11:45-11:45;13/12/2019;
POSBIMEP E;11:45-11:45;13/12/2019;
PREBIMEP W;11:45-12:15;13/12/2019;9
PREBIMEP A;11:45-12:15;13/12/2019;
PREBIMEP E;11:45-12:15;13/12/2019;
BIMEP BAJO W;11:45-12:15;13/12/2019;48
BIMEP BAJO A;11:45-12:15;13/12/2019;
BIMEP BAJO E;11:45-12:15;13/12/2019;
BIMEP ALTO W;11:45-12:15;13/12/2019;
BIMEP ALTO E;11:45-12:15;13/12/2019;
POSBIMEP W;11:45-12:15;13/12/2019;
POSBIMEP A;11:45-12:15;13/12/2019;
POSBIMEP E;11:45-12:15;13/12/2019;
PREBIMEP W;14:25-14:55;13/12/2019;610
PREBIMEP A;14:25-14:55;13/12/2019;
PREBIMEP E;14:25-14:55;13/12/2019;
BIMEP BAJO W;14:25-14:55;13/12/2019;165
BIMEP BAJO A;14:25-14:55;13/12/2019;
BIMEP BAJO E;14:25-14:55;13/12/2019;
BIMEP ALTO W;14:25-14:55;13/12/2019;
BIMEP ALTO E;14:25-14:55;13/12/2019;
POSBIMEP W;14:25-14:55;13/12/2019;
POSBIMEP A;14:25-14:55;13/12/2019;
POSBIMEP E;14:25-14:55;13/12/2019;
PREBIMEP W;14:55-15:25;13/12/2019;965
PREBIMEP A;14:55-15:25;13/12/2019;
PREBIMEP E;14:55-15:25;13/12/2019;
BIMEP BAJO W;14:55-15:25;13/12/2019;
BIMEP BAJO A;14:55-15:25;13/12/2019;
BIMEP BAJO E;14:55-15:25;13/12/2019;
BIMEP ALTO W;14:55-15:25;13/12/2019;
BIMEP ALTO E;14:55-15:25;13/12/2019;
POSBIMEP W;14:55-15:25;13/12/2019;
POSBIMEP A;14:55-15:25;13/12/2019;
POSBIMEP E;14:55-15:25;13/12/2019;
PREBIMEP W;15:25-15:55;13/12/2019;580
PREBIMEP A;15:25-15:55;13/12/2019;
PREBIMEP E;15:25-15:55;13/12/2019;
BIMEP BAJO W;15:25-15:55;13/12/2019;46
BIMEP BAJO A;15:25-15:55;13/12/2019;
BIMEP BAJO E;15:25-15:55;13/12/2019;
BIMEP ALTO W;15:25-15:55;13/12/2019;
BIMEP ALTO E;15:25-15:55;13/12/2019;
POSBIMEP W;15:25-15:55;13/12/2019;
POSBIMEP A;15:25-15:55;13/12/2019;
POSBIMEP E;15:25-15:55;13/12/2019;
PREBIMEP W;15:55-16:25;13/12/2019;225
PREBIMEP A;15:55-16:25;13/12/2019;
PREBIMEP E;15:55-16:25;13/12/2019;
BIMEP BAJO W;15:55-16:25;13/12/2019;181
BIMEP BAJO A;15:55-16:25;13/12/2019;
BIMEP BAJO E;15:55-16:25;13/12/2019;
BIMEP ALTO W;15:55-16:25;13/12/2019;
BIMEP ALTO E;15:55-16:25;13/12/2019;
POSBIMEP W;15:55-16:25;13/12/2019;
POSBIMEP A;15:55-16:25;13/12/2019;
POSBIMEP E;15:55-16:25;13/12/2019;
